datetime,year,month,day,hour,weekday,season,district,is_ub,horoo,cause,cause_raw
2023-06-12 17:52:00,2023,6,12,17,0,Зун,Сонгинохайрхан,TRUE,40,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2023-06-12 20:18:00,2023,6,12,20,0,Зун,Сонгинохайрхан,TRUE,14,Ил гал,Ил гал
2023-06-13 03:21:00,2023,6,13,3,1,Зун,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-06-13 11:23:00,2023,6,13,11,1,Зун,Сонгинохайрхан,TRUE,6,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-13 14:30:00,2023,6,13,14,1,Зун,Сонгинохайрхан,TRUE,29,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2023-06-14 02:03:00,2023,6,14,2,2,Зун,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-14 06:48:00,2023,6,14,6,2,Зун,Сонгинохайрхан,TRUE,20,Бусад,Зам тээврийн осол
2023-06-14 11:11:00,2023,6,14,11,2,Зун,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-06-16 03:22:00,2023,6,16,3,4,Зун,Сонгинохайрхан,TRUE,37,Ил гал,Ил гал
2023-06-16 16:37:00,2023,6,16,16,4,Зун,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-06-18 16:41:00,2023,6,18,16,6,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-06-19 03:20:00,2023,6,19,3,0,Зун,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-20 04:23:00,2023,6,20,4,1,Зун,Сонгинохайрхан,TRUE,14,Ил гал,Ил гал
2023-06-20 13:15:00,2023,6,20,13,1,Зун,Сонгинохайрхан,TRUE,9,Ил гал,Ил гал
2023-06-21 15:01:00,2023,6,21,15,2,Зун,Сонгинохайрхан,TRUE,16,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-06-22 02:58:00,2023,6,22,2,3,Зун,Сонгинохайрхан,TRUE,32,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-22 09:45:00,2023,6,22,9,3,Зун,Сонгинохайрхан,TRUE,15,Ил гал,Ил гал
2023-06-22 10:51:00,2023,6,22,10,3,Зун,Сонгинохайрхан,TRUE,10,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-24 15:58:00,2023,6,24,15,5,Зун,Сонгинохайрхан,TRUE,34,Ил гал,Ил гал
2023-06-26 21:00:00,2023,6,26,21,0,Зун,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-27 06:18:00,2023,6,27,6,1,Зун,Сонгинохайрхан,TRUE,7,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-06-28 22:44:00,2023,6,28,22,2,Зун,Сонгинохайрхан,TRUE,34,Ил гал,Ил гал
2023-06-29 03:54:00,2023,6,29,3,3,Зун,Сонгинохайрхан,TRUE,2,Ил гал,Ил гал
2023-06-29 19:25:00,2023,6,29,19,3,Зун,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-06-30 07:59:00,2023,6,30,7,4,Зун,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-01 10:42:00,2023,7,1,10,5,Зун,Сонгинохайрхан,TRUE,5,Яндан/цонолт,"Пийшин, зуух яндангийн цоонолт"
2023-07-02 15:08:00,2023,7,2,15,6,Зун,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгааны утас
2023-07-04 06:39:00,2023,7,4,6,1,Зун,Сонгинохайрхан,TRUE,21,Яндан/цонолт,Яндангийн цонолт
2023-07-04 22:42:00,2023,7,4,22,1,Зун,Сонгинохайрхан,TRUE,5,Ил гал,Ил гал
2023-07-07 11:02:00,2023,7,7,11,4,Зун,Сонгинохайрхан,TRUE,2,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-08 14:01:00,2023,7,8,14,5,Зун,Сонгинохайрхан,TRUE,26,Худал дуудлага,худал
2023-07-09 15:48:00,2023,7,9,15,6,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-07-10 11:56:00,2023,7,10,11,0,Зун,Сонгинохайрхан,TRUE,26,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-07-10 17:00:00,2023,7,10,17,0,Зун,Сонгинохайрхан,TRUE,3,Ил гал,Ил гал
2023-07-12 21:50:00,2023,7,12,21,2,Зун,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-07-13 11:33:00,2023,7,13,11,3,Зун,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-07-13 19:08:00,2023,7,13,19,3,Зун,Сонгинохайрхан,TRUE,19,Ил гал,Ил гал
2023-07-14 10:47:00,2023,7,14,10,4,Зун,Сонгинохайрхан,TRUE,15,Ил гал,Ил гал
2023-07-14 14:44:00,2023,7,14,14,4,Зун,Сонгинохайрхан,TRUE,26,Ил гал,Ил гал
2023-07-15 17:17:00,2023,7,15,17,5,Зун,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-07-17 12:55:00,2023,7,17,12,0,Зун,Сонгинохайрхан,TRUE,7,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-07-18 04:43:00,2023,7,18,4,1,Зун,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-18 06:57:00,2023,7,18,6,1,Зун,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-18 10:26:00,2023,7,18,10,1,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-07-20 14:15:00,2023,7,20,14,3,Зун,Сонгинохайрхан,TRUE,36,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-23 02:08:00,2023,7,23,2,6,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-07-25 14:16:00,2023,7,25,14,1,Зун,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-07-27 07:19:00,2023,7,27,7,3,Зун,Сонгинохайрхан,TRUE,24,Ил гал,Ил гал
2023-07-31 10:41:00,2023,7,31,10,0,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-08-01 09:12:00,2023,8,1,9,1,Зун,Сонгинохайрхан,TRUE,3,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-02 21:04:00,2023,8,2,21,2,Зун,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-08-08 13:39:00,2023,8,8,13,1,Зун,Сонгинохайрхан,TRUE,24,Ил гал,Ил гал
2023-08-12 14:37:00,2023,8,12,14,5,Зун,Сонгинохайрхан,TRUE,11,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-14 09:12:00,2023,8,14,9,0,Зун,Сонгинохайрхан,TRUE,32,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-15 03:25:00,2023,8,15,3,1,Зун,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-08-15 21:29:00,2023,8,15,21,1,Зун,Сонгинохайрхан,TRUE,41,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-18 19:05:00,2023,8,18,19,4,Зун,Сонгинохайрхан,TRUE,25,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-08-20 02:18:00,2023,8,20,2,6,Зун,Сонгинохайрхан,TRUE,8,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-08-20 03:04:00,2023,8,20,3,6,Зун,Сонгинохайрхан,TRUE,24,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-20 08:20:00,2023,8,20,8,6,Зун,Сонгинохайрхан,TRUE,14,Ил гал,Ил гал
2023-08-21 10:00:00,2023,8,21,10,0,Зун,Сонгинохайрхан,TRUE,4,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-21 13:29:00,2023,8,21,13,0,Зун,Сонгинохайрхан,TRUE,29,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-21 13:47:00,2023,8,21,13,0,Зун,Сонгинохайрхан,TRUE,26,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-21 20:44:00,2023,8,21,20,0,Зун,Сонгинохайрхан,TRUE,28,Цахилгаан,Цахилгааны утас
2023-08-23 09:26:00,2023,8,23,9,2,Зун,Сонгинохайрхан,TRUE,10,Бусад,Бусад
2023-08-23 11:18:00,2023,8,23,11,2,Зун,Сонгинохайрхан,TRUE,43,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-08-23 12:41:00,2023,8,23,12,2,Зун,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-08-23 14:36:00,2023,8,23,14,2,Зун,Сонгинохайрхан,TRUE,22,Ил гал,Ил гал
2023-08-23 15:19:00,2023,8,23,15,2,Зун,Сонгинохайрхан,TRUE,25,Цахилгаан,Цахилгааны техникийн гэмтлээс
2023-08-27 12:45:00,2023,8,27,12,6,Зун,Сонгинохайрхан,TRUE,26,Худал дуудлага,худал
2023-08-29 14:47:00,2023,8,29,14,1,Зун,Сонгинохайрхан,TRUE,15,Ил гал,Ил гал
2023-08-30 03:26:00,2023,8,30,3,2,Зун,Сонгинохайрхан,TRUE,42,Ил гал,Ил гал
2023-08-31 06:28:00,2023,8,31,6,3,Зун,Сонгинохайрхан,TRUE,40,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-01 17:30:00,2023,9,1,17,4,Намар,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-02 13:12:00,2023,9,2,13,5,Намар,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-02 13:29:00,2023,9,2,13,5,Намар,Сонгинохайрхан,TRUE,19,Ил гал,Ил гал
2023-09-09 00:54:00,2023,9,9,0,5,Намар,Сонгинохайрхан,TRUE,12,Ил гал,Ил гал
2023-09-09 17:49:00,2023,9,9,17,5,Намар,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-09-10 02:03:00,2023,9,10,2,6,Намар,Сонгинохайрхан,TRUE,17,Ил гал,Ил гал
2023-09-10 20:32:00,2023,9,10,20,6,Намар,Сонгинохайрхан,TRUE,23,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-11 17:43:00,2023,9,11,17,0,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-09-12 14:35:00,2023,9,12,14,1,Намар,Сонгинохайрхан,TRUE,9,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-12 15:46:00,2023,9,12,15,1,Намар,Сонгинохайрхан,TRUE,35,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-14 17:40:00,2023,9,14,17,3,Намар,Сонгинохайрхан,TRUE,7,Ил гал,Ил гал
2023-09-15 22:01:00,2023,9,15,22,4,Намар,Сонгинохайрхан,TRUE,7,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-17 20:21:00,2023,9,17,20,6,Намар,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-09-19 22:21:00,2023,9,19,22,1,Намар,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-20 08:20:00,2023,9,20,8,2,Намар,Сонгинохайрхан,TRUE,40,Ил гал,Ил гал
2023-09-20 18:30:00,2023,9,20,18,2,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-09-21 09:14:00,2023,9,21,9,3,Намар,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-09-21 13:49:00,2023,9,21,13,3,Намар,Сонгинохайрхан,TRUE,6,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-24 14:52:00,2023,9,24,14,6,Намар,Сонгинохайрхан,TRUE,20,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2023-09-26 13:38:00,2023,9,26,13,1,Намар,Сонгинохайрхан,TRUE,18,Ил гал,Ил гал
2023-09-26 16:47:00,2023,9,26,16,1,Намар,Сонгинохайрхан,TRUE,26,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-27 11:10:00,2023,9,27,11,2,Намар,Сонгинохайрхан,TRUE,20,Яндан/цонолт,"Пийшин, зуух яндангийн цоонолт"
2023-09-27 17:51:00,2023,9,27,17,2,Намар,Сонгинохайрхан,TRUE,1,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-09-27 20:30:00,2023,9,27,20,2,Намар,Сонгинохайрхан,TRUE,11,Яндан/цонолт,Яндангийн цонолт
2023-09-29 09:19:00,2023,9,29,9,4,Намар,Сонгинохайрхан,TRUE,41,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-09-30 21:43:00,2023,9,30,21,5,Намар,Сонгинохайрхан,TRUE,24,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-01 20:41:00,2023,10,1,20,6,Намар,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-10-05 16:50:00,2023,10,5,16,3,Намар,Сонгинохайрхан,TRUE,22,Ил гал,Ил гал
2023-10-06 12:16:00,2023,10,6,12,4,Намар,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-10-08 14:52:00,2023,10,8,14,6,Намар,Сонгинохайрхан,TRUE,10,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-08 23:10:00,2023,10,8,23,6,Намар,Сонгинохайрхан,TRUE,1,Яндан/цонолт,Яндангийн цонолт
2023-10-11 11:09:00,2023,10,11,11,2,Намар,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-12 22:35:00,2023,10,12,22,3,Намар,Сонгинохайрхан,TRUE,29,Ил гал,Ил гал
2023-10-13 12:05:00,2023,10,13,12,4,Намар,Сонгинохайрхан,TRUE,43,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-13 17:38:00,2023,10,13,17,4,Намар,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-10-14 10:26:00,2023,10,14,10,5,Намар,Сонгинохайрхан,TRUE,40,Ил гал,Ил гал
2023-10-14 21:56:00,2023,10,14,21,5,Намар,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-15 13:59:00,2023,10,15,13,6,Намар,Сонгинохайрхан,TRUE,16,Ил гал,Ил гал
2023-10-16 07:04:00,2023,10,16,7,0,Намар,Сонгинохайрхан,TRUE,26,Ил гал,Ил гал
2023-10-17 12:11:00,2023,10,17,12,1,Намар,Сонгинохайрхан,TRUE,33,Яндан/цонолт,Яндангийн цонолт
2023-10-17 15:57:00,2023,10,17,15,1,Намар,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-18 12:00:00,2023,10,18,12,2,Намар,Сонгинохайрхан,TRUE,26,Ил гал,Ил гал
2023-10-20 13:21:00,2023,10,20,13,4,Намар,Сонгинохайрхан,TRUE,17,Ил гал,Ил гал
2023-10-20 14:05:00,2023,10,20,14,4,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-10-21 01:08:00,2023,10,21,1,5,Намар,Сонгинохайрхан,TRUE,28,Яндан/цонолт,Яндангийн цонолт
2023-10-21 15:50:00,2023,10,21,15,5,Намар,Сонгинохайрхан,TRUE,35,Ил гал,Ил гал
2023-10-21 15:59:00,2023,10,21,15,5,Намар,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-10-22 23:02:00,2023,10,22,23,6,Намар,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-23 11:51:00,2023,10,23,11,0,Намар,Сонгинохайрхан,TRUE,4,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-10-23 15:47:00,2023,10,23,15,0,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-10-24 18:33:00,2023,10,24,18,1,Намар,Сонгинохайрхан,TRUE,34,Ил гал,Ил гал
2023-10-24 20:32:00,2023,10,24,20,1,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-10-24 21:08:00,2023,10,24,21,1,Намар,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-10-24 21:46:00,2023,10,24,21,1,Намар,Сонгинохайрхан,TRUE,6,Ил гал,Ил гал
2023-10-25 17:29:00,2023,10,25,17,2,Намар,Сонгинохайрхан,TRUE,33,Ил гал,Ил гал
2023-10-26 03:47:00,2023,10,26,3,3,Намар,Сонгинохайрхан,TRUE,1,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-10-26 21:24:00,2023,10,26,21,3,Намар,Сонгинохайрхан,TRUE,35,Яндан/цонолт,Яндангийн цонолт
2023-10-27 13:28:00,2023,10,27,13,4,Намар,Сонгинохайрхан,TRUE,24,Ил гал,Ил гал
2023-10-27 14:41:00,2023,10,27,14,4,Намар,Сонгинохайрхан,TRUE,26,Ил гал,Ил гал
2023-10-27 23:32:00,2023,10,27,23,4,Намар,Сонгинохайрхан,TRUE,4,Ил гал,Ил гал
2023-10-28 14:36:00,2023,10,28,14,5,Намар,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-10-28 16:31:00,2023,10,28,16,5,Намар,Сонгинохайрхан,TRUE,41,Ил гал,Ил гал
2023-10-29 10:51:00,2023,10,29,10,6,Намар,Сонгинохайрхан,TRUE,20,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-11-03 11:14:00,2023,11,3,11,4,Намар,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-11-04 19:51:00,2023,11,4,19,5,Намар,Сонгинохайрхан,TRUE,10,Яндан/цонолт,Яндангийн цонолт
2023-11-05 11:42:00,2023,11,5,11,6,Намар,Сонгинохайрхан,TRUE,3,Яндан/цонолт,Яндангийн цонолт
2023-11-07 00:08:00,2023,11,7,0,1,Намар,Сонгинохайрхан,TRUE,2,Яндан/цонолт,Яндангийн цонолт
2023-11-08 03:15:00,2023,11,8,3,2,Намар,Сонгинохайрхан,TRUE,20,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-11-08 09:46:00,2023,11,8,9,2,Намар,Сонгинохайрхан,TRUE,8,Яндан/цонолт,Яндангийн цонолт
2023-11-09 03:54:00,2023,11,9,3,3,Намар,Сонгинохайрхан,TRUE,3,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-11-09 23:57:00,2023,11,9,23,3,Намар,Сонгинохайрхан,TRUE,2,Яндан/цонолт,Яндангийн цонолт
2023-11-10 13:57:00,2023,11,10,13,4,Намар,Сонгинохайрхан,TRUE,5,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-11-10 16:16:00,2023,11,10,16,4,Намар,Сонгинохайрхан,TRUE,11,Ил гал,Ил гал
2023-11-12 07:27:00,2023,11,12,7,6,Намар,Сонгинохайрхан,TRUE,35,Ил гал,Ил гал
2023-11-12 13:56:00,2023,11,12,13,6,Намар,Сонгинохайрхан,TRUE,30,Яндан/цонолт,Яндангийн цонолт
2023-11-13 15:09:00,2023,11,13,15,0,Намар,Сонгинохайрхан,TRUE,1,Машин/техник,Машин техникийн гэмтэл ашиглалт буруугаас
2023-11-14 12:17:00,2023,11,14,12,1,Намар,Сонгинохайрхан,TRUE,18,Ил гал,Ил гал
2023-11-14 23:45:00,2023,11,14,23,1,Намар,Сонгинохайрхан,TRUE,2,Ил гал,Ил гал
2023-11-15 12:04:00,2023,11,15,12,2,Намар,Сонгинохайрхан,TRUE,9,Яндан/цонолт,Яндангийн цонолт
2023-11-20 21:12:00,2023,11,20,21,0,Намар,Сонгинохайрхан,TRUE,5,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-11-22 07:39:00,2023,11,22,7,2,Намар,Сонгинохайрхан,TRUE,6,Яндан/цонолт,Яндангийн цонолт
2023-11-22 20:24:00,2023,11,22,20,2,Намар,Сонгинохайрхан,TRUE,6,Ил гал,Ил гал
2023-11-23 07:31:00,2023,11,23,7,3,Намар,Сонгинохайрхан,TRUE,24,Ил гал,Ил гал
2023-11-23 14:53:00,2023,11,23,14,3,Намар,Сонгинохайрхан,TRUE,21,Ил гал,Ил гал
2023-11-23 22:37:00,2023,11,23,22,3,Намар,Сонгинохайрхан,TRUE,7,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-11-23 23:53:00,2023,11,23,23,3,Намар,Сонгинохайрхан,TRUE,6,Яндан/цонолт,Яндангийн цонолт
2023-11-25 04:04:00,2023,11,25,4,5,Намар,Сонгинохайрхан,TRUE,39,Ил гал,Ил гал
2023-11-25 06:49:00,2023,11,25,6,5,Намар,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-11-27 09:46:00,2023,11,27,9,0,Намар,Сонгинохайрхан,TRUE,10,Ил гал,Ил гал
2023-11-27 10:04:00,2023,11,27,10,0,Намар,Сонгинохайрхан,TRUE,18,Ил гал,Ил гал
2023-11-28 23:28:00,2023,11,28,23,1,Намар,Сонгинохайрхан,TRUE,6,Яндан/цонолт,Яндангийн цонолт
2023-11-30 13:10:00,2023,11,30,13,3,Намар,Сонгинохайрхан,TRUE,2,Яндан/цонолт,Яндангийн цонолт
2023-12-03 14:28:00,2023,12,3,14,6,Өвөл,Сонгинохайрхан,TRUE,22,Ил гал,Ил гал
2023-12-04 23:24:00,2023,12,4,23,0,Өвөл,Сонгинохайрхан,TRUE,27,Ил гал,Ил гал
2023-12-06 08:02:00,2023,12,6,8,2,Өвөл,Сонгинохайрхан,TRUE,41,Ил гал,Ил гал
2023-12-07 22:03:00,2023,12,7,22,3,Өвөл,Сонгинохайрхан,TRUE,20,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-08 16:47:00,2023,12,8,16,4,Өвөл,Сонгинохайрхан,TRUE,34,Цахилгаан,Цахилгааны техникийн гэмтлээс
2023-12-08 17:32:00,2023,12,8,17,4,Өвөл,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-12-09 18:50:00,2023,12,9,18,5,Өвөл,Сонгинохайрхан,TRUE,2,Ил гал,Ил гал
2023-12-09 22:31:00,2023,12,9,22,5,Өвөл,Сонгинохайрхан,TRUE,20,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-10 19:46:00,2023,12,10,19,6,Өвөл,Сонгинохайрхан,TRUE,14,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-12-11 04:42:00,2023,12,11,4,0,Өвөл,Сонгинохайрхан,TRUE,19,Ил гал,Ил гал
2023-12-12 10:54:00,2023,12,12,10,1,Өвөл,Сонгинохайрхан,TRUE,20,Ил гал,Ил гал
2023-12-13 03:32:00,2023,12,13,3,2,Өвөл,Сонгинохайрхан,TRUE,23,Яндан/цонолт,Яндангийн цонолт
2023-12-13 15:25:00,2023,12,13,15,2,Өвөл,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-13 19:13:00,2023,12,13,19,2,Өвөл,Сонгинохайрхан,TRUE,42,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-14 23:17:00,2023,12,14,23,3,Өвөл,Сонгинохайрхан,TRUE,4,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-15 19:19:00,2023,12,15,19,4,Өвөл,Сонгинохайрхан,TRUE,21,Яндан/цонолт,Яндангийн цонолт
2023-12-16 14:42:00,2023,12,16,14,5,Өвөл,Сонгинохайрхан,TRUE,25,Ил гал,Ил гал
2023-12-17 06:24:00,2023,12,17,6,6,Өвөл,Сонгинохайрхан,TRUE,43,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-17 07:00:00,2023,12,17,7,6,Өвөл,Сонгинохайрхан,TRUE,20,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-12-18 12:16:00,2023,12,18,12,0,Өвөл,Сонгинохайрхан,TRUE,10,Яндан/цонолт,Яндангийн цонолт
2023-12-18 19:14:00,2023,12,18,19,0,Өвөл,Сонгинохайрхан,TRUE,8,Яндан/цонолт,Яндангийн цонолт
2023-12-18 20:03:00,2023,12,18,20,0,Өвөл,Сонгинохайрхан,TRUE,32,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-19 05:20:00,2023,12,19,5,1,Өвөл,Сонгинохайрхан,TRUE,11,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-12-19 18:01:00,2023,12,19,18,1,Өвөл,Сонгинохайрхан,TRUE,1,Яндан/цонолт,Яндангийн цонолт
2023-12-20 17:59:00,2023,12,20,17,2,Өвөл,Сонгинохайрхан,TRUE,1,Яндан/цонолт,Яндангийн цонолт
2023-12-21 07:55:00,2023,12,21,7,3,Өвөл,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-12-21 12:57:00,2023,12,21,12,3,Өвөл,Сонгинохайрхан,TRUE,20,Яндан/цонолт,Яндангийн цонолт
2023-12-21 16:57:00,2023,12,21,16,3,Өвөл,Сонгинохайрхан,TRUE,39,Яндан/цонолт,Яндангийн цонолт
2023-12-21 21:32:00,2023,12,21,21,3,Өвөл,Сонгинохайрхан,TRUE,10,Яндан/цонолт,Яндангийн цонолт
2023-12-23 08:08:00,2023,12,23,8,5,Өвөл,Сонгинохайрхан,TRUE,21,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-23 12:34:00,2023,12,23,12,5,Өвөл,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-23 13:52:00,2023,12,23,13,5,Өвөл,Сонгинохайрхан,TRUE,2,Яндан/цонолт,Яндангийн цонолт
2023-12-25 10:23:00,2023,12,25,10,0,Өвөл,Сонгинохайрхан,TRUE,27,Ил гал,Ил гал
2023-12-27 20:22:00,2023,12,27,20,2,Өвөл,Сонгинохайрхан,TRUE,43,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-27 20:38:00,2023,12,27,20,2,Өвөл,Сонгинохайрхан,TRUE,1,Яндан/цонолт,Яндангийн цонолт
2023-12-28 17:13:00,2023,12,28,17,3,Өвөл,Сонгинохайрхан,TRUE,10,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-29 21:05:00,2023,12,29,21,4,Өвөл,Сонгинохайрхан,TRUE,24,Яндан/цонолт,Яндангийн цонолт
2023-12-30 00:28:00,2023,12,30,0,5,Өвөл,Сонгинохайрхан,TRUE,32,Ил гал,Ил гал
2023-12-30 13:50:00,2023,12,30,13,5,Өвөл,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-12-30 15:52:00,2023,12,30,15,5,Өвөл,Сонгинохайрхан,TRUE,28,Цахилгаан,Цахилгааны угсралтын буруугаас
2023-12-31 07:59:00,2023,12,31,7,6,Өвөл,Сонгинохайрхан,TRUE,32,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2023-12-31 23:03:00,2023,12,31,23,6,Өвөл,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2024-01-03 21:00:00,2024,1,3,21,2,Өвөл,Сонгинохайрхан,TRUE,26,Яндан/цонолт,Яндангийн цонолт
2024-01-05 13:47:00,2024,1,5,13,4,Өвөл,Сонгинохайрхан,TRUE,10,Ил гал,Ил гал
2024-01-07 09:19:00,2024,1,7,9,6,Өвөл,Сонгинохайрхан,TRUE,11,Цахилгаан,Цахилгаан ашиглалтын буруугаас
2024-01-08 07:32:00,2024,1,8,7,0,Өвөл,Сонгинохайрхан,TRUE,33,Цахилгаан,Цахилгаан ашиглалтын буруугаас
